violation_text,violation_reason,law_name,article_no,penalty_guide,correction_suggestion
"정신적·신체적 결격 사유가 없는 분","신체 건강, 완전한 체력, 정신적 결격 없음 같은 포괄적 표현은 직무상 필요한 구체적 요건을 넘어서 장애인을 심리적으로 배제하거나 일괄 배제하는 효과를 낼 수 있다.","장애인고용법","제5조 제2항","「장애인고용촉진 및 직업재활법」제86조는 인식개선교육·신고 등 일부 위반에 한해 300만 원 이하 등 과태료를 규정. 제5조제2항 채용 단계 장애인 차별 표현은 손해배상·구제신청 등 「장애인차별금지 및 권리구제 등에 관한 법률」 등과 실무상 연계되므로 별도 법률 검토 권장","추상적 건강 조건 대신 실제 직무 수행에 필요한 기능 요건을 구체적으로 설명합니다."
"신체적으로 완전한 분 우대","신체 건강, 완전한 체력, 정신적 결격 없음 같은 포괄적 표현은 직무상 필요한 구체적 요건을 넘어서 장애인을 심리적으로 배제하거나 일괄 배제하는 효과를 낼 수 있다.","장애인고용법","제5조 제2항","「장애인고용촉진 및 직업재활법」제86조는 인식개선교육·신고 등 일부 위반에 한해 300만 원 이하 등 과태료를 규정. 제5조제2항 채용 단계 장애인 차별 표현은 손해배상·구제신청 등 「장애인차별금지 및 권리구제 등에 관한 법률」 등과 실무상 연계되므로 별도 법률 검토 권장","추상적 건강 조건 대신 실제 직무 수행에 필요한 기능 요건을 구체적으로 설명합니다."
"장시간 서서 근무 가능한 건강한 분","신체 건강, 완전한 체력, 정신적 결격 없음 같은 포괄적 표현은 직무상 필요한 구체적 요건을 넘어서 장애인을 심리적으로 배제하거나 일괄 배제하는 효과를 낼 수 있다.","장애인고용법","제5조 제2항","「장애인고용촉진 및 직업재활법」제86조는 인식개선교육·신고 등 일부 위반에 한해 300만 원 이하 등 과태료를 규정. 제5조제2항 채용 단계 장애인 차별 표현은 손해배상·구제신청 등 「장애인차별금지 및 권리구제 등에 관한 법률」 등과 실무상 연계되므로 별도 법률 검토 권장","추상적 건강 조건 대신 실제 직무 수행에 필요한 기능 요건을 구체적으로 설명합니다."
"신체 이상이 없는 분","신체 건강, 완전한 체력, 정신적 결격 없음 같은 포괄적 표현은 직무상 필요한 구체적 요건을 넘어서 장애인을 심리적으로 배제하거나 일괄 배제하는 효과를 낼 수 있다.","장애인고용법","제5조 제2항","「장애인고용촉진 및 직업재활법」제86조는 인식개선교육·신고 등 일부 위반에 한해 300만 원 이하 등 과태료를 규정. 제5조제2항 채용 단계 장애인 차별 표현은 손해배상·구제신청 등 「장애인차별금지 및 권리구제 등에 관한 법률」 등과 실무상 연계되므로 별도 법률 검토 권장","추상적 건강 조건 대신 실제 직무 수행에 필요한 기능 요건을 구체적으로 설명합니다."
"건강상 문제 없는 분만 지원","신체 건강, 완전한 체력, 정신적 결격 없음 같은 포괄적 표현은 직무상 필요한 구체적 요건을 넘어서 장애인을 심리적으로 배제하거나 일괄 배제하는 효과를 낼 수 있다.","장애인고용법","제5조 제2항","「장애인고용촉진 및 직업재활법」제86조는 인식개선교육·신고 등 일부 위반에 한해 300만 원 이하 등 과태료를 규정. 제5조제2항 채용 단계 장애인 차별 표현은 손해배상·구제신청 등 「장애인차별금지 및 권리구제 등에 관한 법률」 등과 실무상 연계되므로 별도 법률 검토 권장","추상적 건강 조건 대신 실제 직무 수행에 필요한 기능 요건을 구체적으로 설명합니다."
"장애 또는 질환으로 근무 제약이 없는 분","신체 건강, 완전한 체력, 정신적 결격 없음 같은 포괄적 표현은 직무상 필요한 구체적 요건을 넘어서 장애인을 심리적으로 배제하거나 일괄 배제하는 효과를 낼 수 있다.","장애인고용법","제5조 제2항","「장애인고용촉진 및 직업재활법」제86조는 인식개선교육·신고 등 일부 위반에 한해 300만 원 이하 등 과태료를 규정. 제5조제2항 채용 단계 장애인 차별 표현은 손해배상·구제신청 등 「장애인차별금지 및 권리구제 등에 관한 법률」 등과 실무상 연계되므로 별도 법률 검토 권장","추상적 건강 조건 대신 실제 직무 수행에 필요한 기능 요건을 구체적으로 설명합니다."
"정신질환 이력이 없는 분","신체 건강, 완전한 체력, 정신적 결격 없음 같은 포괄적 표현은 직무상 필요한 구체적 요건을 넘어서 장애인을 심리적으로 배제하거나 일괄 배제하는 효과를 낼 수 있다.","장애인고용법","제5조 제2항","「장애인고용촉진 및 직업재활법」제86조는 인식개선교육·신고 등 일부 위반에 한해 300만 원 이하 등 과태료를 규정. 제5조제2항 채용 단계 장애인 차별 표현은 손해배상·구제신청 등 「장애인차별금지 및 권리구제 등에 관한 법률」 등과 실무상 연계되므로 별도 법률 검토 권장","추상적 건강 조건 대신 실제 직무 수행에 필요한 기능 요건을 구체적으로 설명합니다."
"보조기기 없이 근무 가능한 분","신체 건강, 완전한 체력, 정신적 결격 없음 같은 포괄적 표현은 직무상 필요한 구체적 요건을 넘어서 장애인을 심리적으로 배제하거나 일괄 배제하는 효과를 낼 수 있다.","장애인고용법","제5조 제2항","「장애인고용촉진 및 직업재활법」제86조는 인식개선교육·신고 등 일부 위반에 한해 300만 원 이하 등 과태료를 규정. 제5조제2항 채용 단계 장애인 차별 표현은 손해배상·구제신청 등 「장애인차별금지 및 권리구제 등에 관한 법률」 등과 실무상 연계되므로 별도 법률 검토 권장","추상적 건강 조건 대신 실제 직무 수행에 필요한 기능 요건을 구체적으로 설명합니다."
"신체가 불편하지 않은 분","신체 건강, 완전한 체력, 정신적 결격 없음 같은 포괄적 표현은 직무상 필요한 구체적 요건을 넘어서 장애인을 심리적으로 배제하거나 일괄 배제하는 효과를 낼 수 있다.","장애인고용법","제5조 제2항","「장애인고용촉진 및 직업재활법」제86조는 인식개선교육·신고 등 일부 위반에 한해 300만 원 이하 등 과태료를 규정. 제5조제2항 채용 단계 장애인 차별 표현은 손해배상·구제신청 등 「장애인차별금지 및 권리구제 등에 관한 법률」 등과 실무상 연계되므로 별도 법률 검토 권장","추상적 건강 조건 대신 실제 직무 수행에 필요한 기능 요건을 구체적으로 설명합니다."
남자만 뽑음,공고에 특정 성별만 채용한다는 취지를 직설적으로 밝히면 다른 성별 구직자의 지원 기회를 원천적으로 배제하는 성차별 모집에 해당할 수 있다.,남녀고용평등법,제7조 제1항,500만 원 이하의 벌금(동법 제37조 제4항 제1호),성별을 제한하지 않으며 직무 수행에 필요한 역량·자격을 기준으로 모집합니다.
남자만 뽑아요,공고에 특정 성별만 채용한다는 취지를 직설적으로 밝히면 다른 성별 구직자의 지원 기회를 원천적으로 배제하는 성차별 모집에 해당할 수 있다.,남녀고용평등법,제7조 제1항,500만 원 이하의 벌금(동법 제37조 제4항 제1호),성별을 제한하지 않으며 직무 수행에 필요한 역량·자격을 기준으로 모집합니다.
남자만 채용합니다,공고에 특정 성별만 채용한다는 취지를 직설적으로 밝히면 다른 성별 구직자의 지원 기회를 원천적으로 배제하는 성차별 모집에 해당할 수 있다.,남녀고용평등법,제7조 제1항,500만 원 이하의 벌금(동법 제37조 제4항 제1호),성별을 제한하지 않으며 직무 수행에 필요한 역량·자격을 기준으로 모집합니다.
여자만 뽑음,공고에 특정 성별만 채용한다는 취지를 직설적으로 밝히면 다른 성별 구직자의 지원 기회를 원천적으로 배제하는 성차별 모집에 해당할 수 있다.,남녀고용평등법,제7조 제1항,500만 원 이하의 벌금(동법 제37조 제4항 제1호),성별을 제한하지 않으며 직무 수행에 필요한 역량·자격을 기준으로 모집합니다.
여자만 구함,공고에 특정 성별만 채용한다는 취지를 직설적으로 밝히면 다른 성별 구직자의 지원 기회를 원천적으로 배제하는 성차별 모집에 해당할 수 있다.,남녀고용평등법,제7조 제1항,500만 원 이하의 벌금(동법 제37조 제4항 제1호),성별을 제한하지 않으며 직무 수행에 필요한 역량·자격을 기준으로 모집합니다.
남자 직원만 급구,공고에 특정 성별만 채용한다는 취지를 밝히면 다른 성별 구직자의 평등한 채용 기회를 침해할 수 있다.,남녀고용평등법,제7조 제1항,500만 원 이하의 벌금(동법 제37조 제4항 제1호),성별을 제한하지 않으며 직무 수행에 필요한 역량·자격을 기준으로 모집합니다.
여직원만 급구,공고에 특정 성별만 채용한다는 취지를 밝히면 다른 성별 구직자의 평등한 채용 기회를 침해할 수 있다.,남녀고용평등법,제7조 제1항,500만 원 이하의 벌금(동법 제37조 제4항 제1호),성별을 제한하지 않으며 직무 수행에 필요한 역량·자격을 기준으로 모집합니다.
남성 멤버만 모집,특정 성별만을 대상으로 한 모집 문구는 직무와 무관한 성별을 이유로 한 선별로 평가될 수 있다.,남녀고용평등법,제7조 제1항,500만 원 이하의 벌금(동법 제37조 제4항 제1호),성별을 제한하지 않으며 직무 수행에 필요한 역량·자격을 기준으로 모집합니다.
XX남(남성) 한정 채용,성별을 한정하는 표현은 채용 단계에서의 성차별에 해당할 수 있다.,남녀고용평등법,제7조 제1항,500만 원 이하의 벌금(동법 제37조 제4항 제1호),성별 한정 표현을 삭제하고 직무 요건 중심으로 모집합니다.
군대 안 갔으면 지원 X,병역은 주로 남성에게 적용되는 사항을 이유로 지원을 제한하면 실질적으로 특정 성별을 배제하는 간접 차별로 볼 여지가 있다.,남녀고용평등법,"제7조 제1항, 제7조 제2항",500만 원 이하의 벌금(동법 제37조 제4항 제1호 등),병역·성별과 무관하게 직무 수행에 필요한 기능·경력·자격을 기준으로 모집합니다.
20대 우대,합리적 이유 없이 연령을 이유로 특정 연령대를 우대하면 다른 연령대 구직자에게 불리한 모집·채용으로 연령차별에 해당할 수 있다.,연령차별금지법,제4조의4 제1항제1호,500만 원 이하의 벌금(동법 제23조의3제2항),직무 관련 역량·경력·자격을 기준으로 평가하며 연령대를 우대 사유로 두지 않습니다.
20대~30대 초반 우대,연령대를 한정해 우대하는 문구는 합리적 이유 없는 연령차별 모집에 해당할 수 있다.,연령차별금지법,제4조의4 제1항제1호,500만 원 이하의 벌금(동법 제23조의3제2항),연령대 표기를 삭제하고 직무 요건으로만 모집합니다.
30세 이하 지원 가능,모집·채용에서 특정 연령 이하만 지원 가능으로 제한하는 것은 합리적 이유가 없으면 연령차별에 해당할 수 있다.,연령차별금지법,제4조의4 제1항제1호,500만 원 이하의 벌금(동법 제23조의3제2항),직무 수행에 필요한 경력·기능 요건만 제시하고 연령 숫자 제한은 두지 않습니다.
만 35세 미만만 지원,구체적 상한 연령을 채용 조건으로 두는 것은 합리적 이유·직무 필요성 입증 없이 연령차별로 문제될 수 있다.,연령차별금지법,제4조의4 제1항제1호,500만 원 이하의 벌금(동법 제23조의3제2항),연령 숫자 제한을 삭제하고 직무상 필요한 기능·자격·경력으로 설명합니다.
1995년 이후 출생자만,출생연도로 응모 자격을 제한하면 실질적으로 연령을 이유로 한 차별로 평가될 수 있다.,연령차별금지법,제4조의4 제1항제1호,500만 원 이하의 벌금(동법 제23조의3제2항),출생연도·나이 제한을 삭제하고 직무 요건만 명시합니다.
MZ세대 환영(연령 한정 공고),세대·연령대를 응모 요건이나 우대의 전제로 내세우면 다른 연령 구직자를 배제하는 효과가 있어 연령차별 소지가 있다.,연령차별금지법,"제4조의4 제1항제1호, 제4조의4 제2항",500만 원 이하의 벌금(동법 제23조의3제2항),세대 표현을 삭제하고 직무 역량·경력 기준으로 모집합니다.
젊고 패기 넘치는 분 우대,‘젊음’을 직무 역량 대신 채용 기준으로 내세우면 연령 외 기준으로 특정 연령대에 불리한 결과를 주는 간접 차별로 볼 여지가 있다.,연령차별금지법,"제4조의4 제1항제1호, 제4조의4 제2항",500만 원 이하의 벌금(동법 제23조의3제2항),에너지·책임감 등은 직무 관련 구체 역량으로 서술하고 연령·세대 표현은 사용하지 않습니다.
나이 많으신 분 사절,연령을 이유로 지원을 배제하는 표현은 합리적 이유 없는 연령차별에 해당할 수 있다.,연령차별금지법,제4조의4 제1항제1호,500만 원 이하의 벌금(동법 제23조의3제2항),연령 관련 부정 표현을 삭제하고 직무 요건만 기재합니다.
월급 400만 원 보장(실제 최저임금 수준 업무),실제 지급 능력이나 직무와 맞지 않는 임금을 내세워 구직자를 현혹하면 거짓 또는 현저히 다른 채용광고로 문제될 수 있다.,채용절차법,제4조 제1항,5년 이하의 징역 또는 2천만 원 이하의 벌금(동법 제16조),임금 산정 근거·고용형태·근로시간을 사실에 맞게 명확히 기재합니다.
공고 내용은 입사 후 변경될 수 있음,정당한 사유 없이 채용공고에서 제시한 근로조건 등을 구직자에게 불리하게 변경하거나 그렇게 될 수 있음을 예고하면 채용공고 신뢰를 훼손하고 법이 금지하는 불리한 변경과 연계될 수 있다.,채용절차법,제4조 제2항,"500만 원 이하의 과태료(동법 제17조 제2항제1호, 시행령 별표: 1차 300만·2차 400만·3차 이상 500만 원 범위에서 가중)",공고의 임금·근로시간·고용형태는 사실대로 기재하고 변경 시 정당한 사유와 절차를 안내합니다.
실제 근로조건은 계약 시 회사 방침에 따름,공고 단계에서 제시한 근로조건과 실제 조건을 달리할 수 있다는 면피 문구는 구직자의 합리적 기대를 침해하고 불리한 변경·허위 광고 관련 위반 논의가 생길 수 있다.,채용절차법,"제4조 제2항, 제4조 제3항","500만 원 이하의 과태료(동법 제17조 제2항제1호, 시행령 별표 가중)",공고에 적용되는 임금·근로시간·휴게 등 핵심 조건을 구체적으로 명시합니다.
면접 합격 후 임금·근무시간 별도 공지,임금·소정근로시간 등 핵심 근로조건을 공고에서 누락하고 사후에만 정하면 구직자 비교·선택권을 침해하고 거짓·불성실 광고 논란이 생길 수 있다.,채용절차법,"제4조 제1항, 제4조 제2항",거짓 광고: 5년 이하 징역 또는 2천만 원 이하 벌금(제16조) / 불리한 변경·불명시: 500만 원 이하 과태료(제17조 제2항제1호 등),"공고에 월·시급 산정 기준, 소정근로시간, 주휴일을 구체적으로 적시합니다."
채용 일정·전형 결과는 내부 방침에 따라 비공개,"구직자는 채용일정·과정 변경과 채용 여부를 알 권리가 있어, 이를 원칙적으로 비공개한다는 취지는 채용절차상 고지 의무와 충돌할 소지가 크다.",채용절차법,"제8조, 제10조","제8조·제10조 위반만을 직접 적는 과태료 금액 규정은 제한적이나, 고용노동 당국의 시정·조사·행정지도 대상이 될 수 있음. 동일 채용절차에서 제11조제6항 등 다른 고지의무 위반과 결합되거나 시정명령 불이행이 있으면 제17조제3항에 따라 300만 원 이하 과태료(시행령 별표 가중)가 문제될 수 있음",홈페이지·문자·이메일 등으로 채용일정·지연·변경 사항과 최종 채용 여부를 지체 없이 고지합니다.
합격 여부는 개별 통지하지 않음,"채용대상자가 확정되면 지체 없이 채용 여부를 알려야 하는데, 통지를 하지 않겠다고 정하면 구직자의 알권리를 침해한다.",채용절차법,제10조,"제10조 위반은 지방고용노동관서의 시정·조사·행정지도 대상이 될 수 있음. 다른 조항(예: 제11조제6항) 위반·시정명령 불이행과 결합 시 제17조제3항 과태료가 논의될 수 있음",합격·불합격 여부를 지체 없이 전자우편·문자·홈페이지 등으로 고지합니다.
서류 접수 마감 이후 일정은 합격자에게만 안내,"채용일정·과정은 구직자에게 고지되어야 하며, 일부에게만 일정을 알리는 방식은 절차 공정성·알권리 측면에서 문제될 수 있다.",채용절차법,제8조,지방고용노동관서의 시정·조사·행정지도 대상이 될 수 있음(다른 고지·반환 의무 위반과 결합 시 과태료 논의 가능),전형 일정·장소·방법을 모든 지원자가 확인할 수 있도록 공지합니다.
지원서에 종교 기재란 설치,종교는 민감정보에 해당하며 채용 목적상 일반적으로 필요한 정보로 보기 어려워 동의·법령 근거 없이 수집하면 위법 소지가 크다.,개인정보 보호법,"제23조, 제15조 제1항",위반 유형별 과태료 등(동법 제75조: 예) 제15조 제1항 위반 수집 5천만 원 이하 과태료 등),종교 항목을 삭제하고 직무 수행에 필요한 정보만 최소 수집합니다.
정치적 성향 체크 필수,정치적 견해는 민감정보에 해당하며 직무와 무관한 신념 정보를 채용 단계에서 요구하면 개인정보 보호법상 처리 제한을 받을 수 있다.,개인정보 보호법,제23조,"위반 유형별 과태료·벌금(동법 제75조·제71조 등, 위반 유형별)",정치적 성향 항목을 삭제합니다.
노조 가입 여부를 지원서에 작성,"노동조합 가입 여부는 민감정보로, 채용 단계에서 부당하게 수집·이용하면 법 위반 논의가 생길 수 있다.",개인정보 보호법,제23조,위반 유형별 과태료(동법 제75조 등),노조 가입 여부는 채용 전 단계에서 수집하지 않습니다.
유전자 검사 결과 제출 필수,유전정보는 민감정보로 직무수행과 무관하게 채용 전형에서 요구하기 어렵다.,개인정보 보호법,제23조,형사·과태료 등 위반 유형별(동법 제71조·제75조 등),직무상 법적 근거가 없는 유전자·혈청 검사 결과 제출 요구를 삭제합니다.
혈액형·유전질환 가족력 상세 기재,건강·유전에 관한 상세 정보는 민감정보에 해당할 수 있어 채용 서류에서의 일괄 수집은 최소수집 원칙에 반할 소지가 크다.,개인정보 보호법,"제23조, 제16조 제1항",과태료(동법 제75조 등),직무상 필요한 건강검진은 합격 후 법령 범위에서 별도 안내하고 지원서에서는 삭제합니다.
사상검증용 질문에 답변 필수,사상·신념에 관한 검증은 민감정보 처리와 결부되어 채용 목적상 정당성을 인정받기 어렵다.,개인정보 보호법,제23조,과태료·벌금 등(동법 제75조·제71조 등),사상·신념과 무관한 직무 수행 역량 평가만 실시합니다.
시급 5000원(법정 최저임금 미만),최저임금액보다 낮은 임금을 공고하는 것은 최저임금 제도를 위반하는 임금 조건 제시에 해당한다.,최저임금법,"제10조, 제28조",3년 이하의 징역 또는 2천만 원 이하 벌금(동법 제28조 제1호 등),법정 최저임금 이상으로 시급·월급을 명확히 기재합니다.
주휴수당 없음으로 명시 채용,주휴수당 등 법정 임금 구성요소를 제외한 채 조건을 제시하면 근로기준법 등 임금 관련 강행규정과 충돌할 수 있다.,근로기준법,제55조(유급주휴 등),근로기준법 위반 시 동법 제119조 등에 따른 벌금·징역 및 행정감독(위반 유형·호별),주휴·연장·야간 수당을 포함한 임금 구조를 법에 맞게 공고합니다.
소정근로시간·휴게시간 미기재(면접 시 안내),핵심 근로시간 정보를 공고에서 누락하면 구직자가 근로조건을 비교하기 어렵고 근로기준 위반과 병존할 수 있다.,근로기준법,"제50조, 제53조",근로기준법 위반 시 동법 제119조 등에 따른 벌금·징역 및 행정감독(위반 유형·호별),1일·1주 소정근로시간과 휴게·휴일을 숫자로 명시합니다.
